Image Path,Label
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1035_jpg.rf.c6f455dc7bf231f58d61a7b562dc80a6.jpg,motorcycle 0.209375 0.1625 0.0359375 0.03125
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1035_jpg.rf.c6f455dc7bf231f58d61a7b562dc80a6.jpg,motorcycle 0.317188 0.1625 0.0132812 0.0304687
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1035_jpg.rf.c6f455dc7bf231f58d61a7b562dc80a6.jpg,motorcycle 0.248438 0.146875 0.01875 0.0171875
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1035_jpg.rf.c6f455dc7bf231f58d61a7b562dc80a6.jpg,person 0.414844 0.141406 0.0367188 0.0335937
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1035_jpg.rf.c6f455dc7bf231f58d61a7b562dc80a6.jpg,person 0.360156 0.144531 0.0304687 0.0320312
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1035_jpg.rf.c6f455dc7bf231f58d61a7b562dc80a6.jpg,person 0.314844 0.128125 0.0148437 0.0226562
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1035_jpg.rf.c6f455dc7bf231f58d61a7b562dc80a6.jpg,person 0.278906 0.138281 0.0242188 0.025
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1035_jpg.rf.c6f455dc7bf231f58d61a7b562dc80a6.jpg,person 0.239844 0.11875 0.015625 0.0242188
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1035_jpg.rf.c6f455dc7bf231f58d61a7b562dc80a6.jpg,person 0.205469 0.128906 0.0171875 0.028125
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1041_jpg.rf.2536ba33ab0e39494524340c433ed5ac.jpg,motorcycle 0.439844 0.185156 0.040625 0.0320312
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1041_jpg.rf.2536ba33ab0e39494524340c433ed5ac.jpg,motorcycle 0.363281 0.19375 0.0546875 0.0296875
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1041_jpg.rf.2536ba33ab0e39494524340c433ed5ac.jpg,motorcycle 0.274219 0.179688 0.046875 0.03125
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1041_jpg.rf.2536ba33ab0e39494524340c433ed5ac.jpg,motorcycle 0.2125 0.169531 0.0359375 0.0257812
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1041_jpg.rf.2536ba33ab0e39494524340c433ed5ac.jpg,motorcycle 0.247656 0.149219 0.0226562 0.0179687
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1041_jpg.rf.2536ba33ab0e39494524340c433ed5ac.jpg,motorcycle 0.321875 0.167969 0.0148437 0.0265625
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1041_jpg.rf.2536ba33ab0e39494524340c433ed5ac.jpg,person 0.205469 0.126562 0.0132812 0.0257812
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1041_jpg.rf.2536ba33ab0e39494524340c433ed5ac.jpg,person 0.239844 0.121094 0.0164063 0.0164063
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1041_jpg.rf.2536ba33ab0e39494524340c433ed5ac.jpg,person 0.272656 0.136719 0.0125 0.0273438
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1041_jpg.rf.2536ba33ab0e39494524340c433ed5ac.jpg,person 0.314844 0.13125 0.0164063 0.0289063
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1041_jpg.rf.2536ba33ab0e39494524340c433ed5ac.jpg,person 0.357031 0.148438 0.0210938 0.0445313
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1041_jpg.rf.2536ba33ab0e39494524340c433ed5ac.jpg,person 0.415625 0.139844 0.0210938 0.0367188
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1044_jpg.rf.3decdea8f29ce0dc2cbab2340494fd35.jpg,motorcycle 0.435156 0.184375 0.0460938 0.0320312
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1044_jpg.rf.3decdea8f29ce0dc2cbab2340494fd35.jpg,motorcycle 0.365625 0.188281 0.053125 0.0265625
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1044_jpg.rf.3decdea8f29ce0dc2cbab2340494fd35.jpg,motorcycle 0.272656 0.179688 0.0429688 0.0304687
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1044_jpg.rf.3decdea8f29ce0dc2cbab2340494fd35.jpg,motorcycle 0.321875 0.163281 0.0242188 0.0304687
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1044_jpg.rf.3decdea8f29ce0dc2cbab2340494fd35.jpg,motorcycle 0.2125 0.167969 0.0320312 0.0296875
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1044_jpg.rf.3decdea8f29ce0dc2cbab2340494fd35.jpg,motorcycle 0.248438 0.151562 0.0195312 0.021875
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1044_jpg.rf.3decdea8f29ce0dc2cbab2340494fd35.jpg,person 0.204687 0.133594 0.0171875 0.021875
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1044_jpg.rf.3decdea8f29ce0dc2cbab2340494fd35.jpg,person 0.2375 0.125781 0.0125 0.0195312
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1044_jpg.rf.3decdea8f29ce0dc2cbab2340494fd35.jpg,person 0.270313 0.139844 0.0140625 0.0273438
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1044_jpg.rf.3decdea8f29ce0dc2cbab2340494fd35.jpg,person 0.313281 0.128125 0.0117188 0.0210938
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1044_jpg.rf.3decdea8f29ce0dc2cbab2340494fd35.jpg,person 0.355469 0.147656 0.0203125 0.034375
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1044_jpg.rf.3decdea8f29ce0dc2cbab2340494fd35.jpg,person 0.40625 0.139844 0.0148437 0.0296875
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1050_jpg.rf.4ea515e46d5f4e84b249d8aeb87fdfaa.jpg,motorcycle 0.360938 0.1875 0.0601563 0.025
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1050_jpg.rf.4ea515e46d5f4e84b249d8aeb87fdfaa.jpg,motorcycle 0.423438 0.185938 0.059375 0.0164063
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1050_jpg.rf.4ea515e46d5f4e84b249d8aeb87fdfaa.jpg,motorcycle 0.264062 0.175781 0.0515625 0.0257812
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1050_jpg.rf.4ea515e46d5f4e84b249d8aeb87fdfaa.jpg,motorcycle 0.2125 0.1625 0.0335937 0.01875
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1050_jpg.rf.4ea515e46d5f4e84b249d8aeb87fdfaa.jpg,motorcycle 0.316406 0.163281 0.021875 0.0179687
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1050_jpg.rf.4ea515e46d5f4e84b249d8aeb87fdfaa.jpg,motorcycle 0.253125 0.141406 0.01875 0.0046875
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1050_jpg.rf.4ea515e46d5f4e84b249d8aeb87fdfaa.jpg,person 0.404687 0.139063 0.0179687 0.0195312
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1050_jpg.rf.4ea515e46d5f4e84b249d8aeb87fdfaa.jpg,person 0.357812 0.141406 0.0195312 0.0195312
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1050_jpg.rf.4ea515e46d5f4e84b249d8aeb87fdfaa.jpg,person 0.315625 0.128906 0.0117188 0.015625
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1050_jpg.rf.4ea515e46d5f4e84b249d8aeb87fdfaa.jpg,person 0.272656 0.138281 0.00859375 0.0226562
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1050_jpg.rf.4ea515e46d5f4e84b249d8aeb87fdfaa.jpg,person 0.2375 0.117969 0.0125 0.01875
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1050_jpg.rf.4ea515e46d5f4e84b249d8aeb87fdfaa.jpg,person 0.203906 0.128906 0.0109375 0.0257812
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1065_jpg.rf.6baf31cf9791bc91359fbf9ec1536202.jpg,motorcycle 0.363281 0.182812 0.0515625 0.03125
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1065_jpg.rf.6baf31cf9791bc91359fbf9ec1536202.jpg,motorcycle 0.432031 0.176563 0.0390625 0.0195312
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1065_jpg.rf.6baf31cf9791bc91359fbf9ec1536202.jpg,motorcycle 0.269531 0.172656 0.0414062 0.0164063
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1065_jpg.rf.6baf31cf9791bc91359fbf9ec1536202.jpg,motorcycle 0.214062 0.1625 0.0390625 0.0273438
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1065_jpg.rf.6baf31cf9791bc91359fbf9ec1536202.jpg,motorcycle 0.251563 0.141406 0.0203125 0.015625
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1065_jpg.rf.6baf31cf9791bc91359fbf9ec1536202.jpg,motorcycle 0.309375 0.15625 0.0109375 0.0195312
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1065_jpg.rf.6baf31cf9791bc91359fbf9ec1536202.jpg,person 0.208594 0.13125 0.0078125 0.0171875
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1065_jpg.rf.6baf31cf9791bc91359fbf9ec1536202.jpg,person 0.238281 0.116406 0.009375 0.0171875
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1065_jpg.rf.6baf31cf9791bc91359fbf9ec1536202.jpg,person 0.273438 0.132812 0.0101563 0.0296875
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1065_jpg.rf.6baf31cf9791bc91359fbf9ec1536202.jpg,person 0.302344 0.124219 0.0140625 0.0210938
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1065_jpg.rf.6baf31cf9791bc91359fbf9ec1536202.jpg,person 0.361719 0.1375 0.015625 0.0273438
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1065_jpg.rf.6baf31cf9791bc91359fbf9ec1536202.jpg,person 0.398438 0.130469 0.0171875 0.0335937
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1105_jpg.rf.415c6e92fe706013c2bd844e2867868e.jpg,motorcycle 0.366406 0.192188 0.059375 0.0335937
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1105_jpg.rf.415c6e92fe706013c2bd844e2867868e.jpg,motorcycle 0.435937 0.182031 0.0625 0.034375
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1105_jpg.rf.415c6e92fe706013c2bd844e2867868e.jpg,person 0.350781 0.150781 0.03125 0.0492187
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1105_jpg.rf.415c6e92fe706013c2bd844e2867868e.jpg,person 0.401562 0.144531 0.015625 0.040625
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1105_jpg.rf.415c6e92fe706013c2bd844e2867868e.jpg,person 0.423438 0.14375 0.0171875 0.0335937
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1105_jpg.rf.415c6e92fe706013c2bd844e2867868e.jpg,motorcycle 0.2875 0.167969 0.03125 0.0320312
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1105_jpg.rf.415c6e92fe706013c2bd844e2867868e.jpg,motorcycle 0.214844 0.142969 0.0242188 0.0210938
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1105_jpg.rf.415c6e92fe706013c2bd844e2867868e.jpg,motorcycle 0.253906 0.144531 0.0140625 0.0179687
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1105_jpg.rf.415c6e92fe706013c2bd844e2867868e.jpg,person 0.289844 0.135937 0.0132812 0.0148437
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1105_jpg.rf.415c6e92fe706013c2bd844e2867868e.jpg,person 0.255469 0.123438 0.009375 0.0203125
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1105_jpg.rf.415c6e92fe706013c2bd844e2867868e.jpg,person 0.219531 0.121875 0.0125 0.01875
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1115_jpg.rf.4ec7cee424c9ea4dec241a03dab539e6.jpg,motorcycle 0.436719 0.185156 0.0546875 0.0375
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1115_jpg.rf.4ec7cee424c9ea4dec241a03dab539e6.jpg,person 0.420312 0.142187 0.034375 0.0296875
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1115_jpg.rf.4ec7cee424c9ea4dec241a03dab539e6.jpg,motorcycle 0.21875 0.155469 0.0226562 0.0273438
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1115_jpg.rf.4ec7cee424c9ea4dec241a03dab539e6.jpg,person 0.203906 0.135156 0.0148437 0.0265625
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1115_jpg.rf.4ec7cee424c9ea4dec241a03dab539e6.jpg,motorcycle 0.253906 0.152344 0.0359375 0.0304687
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1115_jpg.rf.4ec7cee424c9ea4dec241a03dab539e6.jpg,person 0.234375 0.125 0.0179687 0.025
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1127_jpg.rf.7f72659af50ec96417be9748ecb6eeb4.jpg,motorcycle 0.364063 0.185156 0.0453125 0.0328125
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1127_jpg.rf.7f72659af50ec96417be9748ecb6eeb4.jpg,person 0.358594 0.144531 0.0171875 0.0296875
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1127_jpg.rf.7f72659af50ec96417be9748ecb6eeb4.jpg,motorcycle 0.43125 0.182812 0.0382813 0.0429688
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1127_jpg.rf.7f72659af50ec96417be9748ecb6eeb4.jpg,person 0.409375 0.146094 0.0273438 0.0289063
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1127_jpg.rf.7f72659af50ec96417be9748ecb6eeb4.jpg,motorcycle 0.275 0.173437 0.0390625 0.0382813
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1127_jpg.rf.7f72659af50ec96417be9748ecb6eeb4.jpg,motorcycle 0.210156 0.169531 0.04375 0.0359375
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1127_jpg.rf.7f72659af50ec96417be9748ecb6eeb4.jpg,motorcycle 0.246875 0.153906 0.0109375 0.0382813
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1127_jpg.rf.7f72659af50ec96417be9748ecb6eeb4.jpg,person 0.201563 0.133594 0.0203125 0.0242188
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1127_jpg.rf.7f72659af50ec96417be9748ecb6eeb4.jpg,person 0.232031 0.119531 0.015625 0.0234375
../../datasets/raw/Roboflow/images\2022_0310_161409_048A-c1127_jpg.rf.7f72659af50ec96417be9748ecb6eeb4.jpg,person 0.277344 0.129688 0.0328125 0.0382813
