Image Path,Label
../../datasets/raw/Traffic/images/06_jpeg.rf.14bdc2005d8029bbe9f24fad4b6af7ea.jpg,truck 0.5 0.497283 0.271875 0.399457
../../datasets/raw/Traffic/images/06_jpeg.rf.14bdc2005d8029bbe9f24fad4b6af7ea.jpg,truck 0.328125 0.521739 0.075 0.233696
../../datasets/raw/Traffic/images/06_jpeg.rf.14bdc2005d8029bbe9f24fad4b6af7ea.jpg,truck 0.265625 0.516304 0.0421875 0.19837
../../datasets/raw/Traffic/images/06_jpeg.rf.14bdc2005d8029bbe9f24fad4b6af7ea.jpg,van 0.240625 0.55163 0.0296875 0.103261
../../datasets/raw/Traffic/images/06_jpeg.rf.14bdc2005d8029bbe9f24fad4b6af7ea.jpg,bus 0.209375 0.524457 0.0734375 0.154891
../../datasets/raw/Traffic/images/06_jpeg.rf.14bdc2005d8029bbe9f24fad4b6af7ea.jpg,truck 0.154688 0.508152 0.0390625 0.149457
../../datasets/raw/Traffic/images/06_jpeg.rf.14bdc2005d8029bbe9f24fad4b6af7ea.jpg,tricycle 0.1 0.554348 0.0484375 0.0951087
../../datasets/raw/Traffic/images/06_jpeg.rf.14bdc2005d8029bbe9f24fad4b6af7ea.jpg,truck 0.0640625 0.508152 0.0296875 0.0815217
../../datasets/raw/Traffic/images/06_jpeg.rf.14bdc2005d8029bbe9f24fad4b6af7ea.jpg,bus 0.101562 0.483696 0.0375 0.0570652
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,bus 0.164844 0.925 0.329688 0.141667
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,policecar 0.390625 0.908333 0.125 0.18125
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,car 0.040625 0.810417 0.08125 0.179167
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,tricycle 0.23125 0.835417 0.078125 0.0354167
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,van 0.398438 0.758333 0.0984375 0.133333
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,car 0.46875 0.708333 0.059375 0.1125
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,tricycle 0.3375 0.760417 0.0609375 0.129167
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,van 0.15 0.785417 0.140625 0.141667
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,car 0.24375 0.729167 0.0875 0.11875
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,tricycle 0.45625 0.647917 0.04375 0.0583333
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,ambulance 0.3875 0.670833 0.075 0.108333
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,car 0.307812 0.6625 0.071875 0.0791667
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,car 0.139063 0.7125 0.117188 0.108333
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,car 0.182812 0.639583 0.0734375 0.0625
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,car 0.265625 0.61875 0.0625 0.075
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,car 0.33125 0.614583 0.046875 0.0625
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,tricycle 0.403125 0.591667 0.0328125 0.0291667
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,car 0.445312 0.622917 0.04375 0.0645833
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,tricycle 0.45 0.577083 0.028125 0.0270833
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,suv 0.210938 0.585417 0.0671875 0.0541667
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,car 0.282813 0.575 0.04375 0.03125
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,tricycle 0.221875 0.55 0.034375 0.01875
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,pickup 0.246875 0.54375 0.0453125 0.0458333
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,van 0.354687 0.570833 0.0515625 0.0729167
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,van 0.41875 0.55625 0.0421875 0.05625
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,tricycle 0.446875 0.54375 0.0140625 0.0354167
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,car 0.329688 0.554167 0.0203125 0.0479167
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,tricycle 0.292187 0.547917 0.0296875 0.03125
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,car 0.3875 0.554167 0.0203125 0.04375
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,tricycle 0.45 0.525 0.0203125 0.0145833
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,tricycle 0.423438 0.520833 0.021875 0.0145833
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,car 0.415625 0.514583 0.025 0.0208333
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,car 0.334375 0.533333 0.034375 0.03125
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,suv 0.29375 0.53125 0.0375 0.0354167
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,van 0.346875 0.508333 0.0296875 0.0416667
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,car 0.304688 0.508333 0.025 0.01875
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,car 0.384375 0.520833 0.03125 0.025
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,car 0.375 0.502083 0.0234375 0.0125
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,car 0.409375 0.497917 0.025 0.0166667
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,car 0.414062 0.485417 0.01875 0.00625
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,minivan 0.371875 0.483333 0.0234375 0.0270833
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,bus 0.392188 0.458333 0.0265625 0.0458333
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,tricycle 0.084375 0.5 0.03125 0.0395833
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,tricycle 0.040625 0.504167 0.025 0.0416667
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,car 0.126562 0.48125 0.03125 0.0291667
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,tricycle 0.107813 0.489583 0.01875 0.03125
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,car 0.204687 0.44375 0.0171875 0.0166667
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,tricycle 0.189062 0.445833 0.0140625 0.0208333
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,bus 0.417187 0.429167 0.0171875 0.0229167
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,bus 0.39375 0.410417 0.015625 0.0333333
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,minivan 0.342187 0.483333 0.0234375 0.0229167
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,car 0.34375 0.464583 0.0140625 0.0104167
../../datasets/raw/Traffic/images/07_jpg.rf.8447b11632c1b63ab0e127f16625e0d2.jpg,car 0.345313 0.45625 0.0140625 0.00625
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,minivan 0.476562 0.91875 0.151562 0.160417
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,car 0.615625 0.914583 0.153125 0.166667
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,car 0.80625 0.95 0.20625 0.0958333
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,minivan 0.703125 0.804167 0.164062 0.16875
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,tricycle 0.551562 0.770833 0.0765625 0.133333
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,motorcycle 0.771875 0.602083 0.03125 0.04375
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,pickup 0.439063 0.7375 0.134375 0.197917
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,car 0.495312 0.7 0.071875 0.0979167
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,suv 0.584375 0.695833 0.109375 0.108333
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,car 0.345313 0.6625 0.0640625 0.0833333
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,car 0.445312 0.625 0.06875 0.06875
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,car 0.540625 0.625 0.0734375 0.0666667
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,car 0.49375 0.58125 0.05625 0.05625
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,tricycle 0.35625 0.602083 0.0390625 0.0583333
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,car 0.414062 0.585417 0.059375 0.0583333
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,tricycle 0.370312 0.585417 0.0375 0.0645833
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,car 0.442188 0.55 0.046875 0.0479167
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,car 0.392188 0.545833 0.0453125 0.0375
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,car 0.325 0.570833 0.04375 0.05625
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,car 0.432812 0.51875 0.040625 0.0333333
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,car 0.321875 0.533333 0.0375 0.0208333
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,motorcycle 0.4625 0.516667 0.0125 0.0208333
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,van 0.435937 0.489583 0.0296875 0.0395833
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,bus 0.373437 0.49375 0.046875 0.0854167
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,tricycle 0.33125 0.510417 0.0265625 0.0375
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,car 0.304688 0.49375 0.028125 0.03125
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,car 0.409375 0.485417 0.0234375 0.03125
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,tricycle 0.335938 0.485417 0.0234375 0.0333333
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,pickup 0.415625 0.454167 0.028125 0.0291667
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,car 0.321875 0.470833 0.0234375 0.0145833
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,car 0.31875 0.464583 0.0234375 0.0229167
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,car 0.34375 0.4625 0.01875 0.0229167
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,motorcycle 0.28125 0.46875 0.0078125 0.0166667
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,car 0.346875 0.447917 0.021875 0.0145833
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,bus 0.3125 0.4375 0.0328125 0.0541667
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,van 0.3375 0.427083 0.0171875 0.0270833
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,car 0.38125 0.429167 0.0140625 0.0166667
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,motorcycle 0.282813 0.439583 0.0046875 0.0104167
../../datasets/raw/Traffic/images/08_jpg.rf.837e69c4e93e62472911c1d18be143a4.jpg,tricycle 0.29375 0.435417 0.0078125 0.0229167
